,伯雄工業社,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07810008001218&agencyCode=376480000A
99044572,永昌工業社,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=05810000014793&agencyCode=376480000A
