,朝新塑膠有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08310001043695&agencyCode=376410000A
99178899,維多有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08310001211675&agencyCode=376410000A
99214755,廣馥企業有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08810001379540&agencyCode=376410000A
99600339,眾望機電有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07210000097868&agencyCode=376410000A
99600581,庚霖電子企業有限公司新店廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=09010001600320&agencyCode=376410000A
99600616,合慶彩色印刷有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=09010001600346&agencyCode=376410000A
99600650,聯民科技企業有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08610000830832&agencyCode=376410000A
99600678,日順電機有限公司八里廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=09010001600343&agencyCode=376410000A
99600680,光龍有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=09010001600367&agencyCode=376410000A
99600776,耘新紙品有限公司中和廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08610001062519&agencyCode=376410000A
