,建承工業社,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08810018130502&agencyCode=376580000A
99000000,連木器工業社,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08410018130371&agencyCode=376580000A
