,聚賢建設有限公司第二十九廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08810018130278&agencyCode=376580000A
99074001,世愉工業有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07710000164365&agencyCode=376580000A
