,聖祖食品股份有限公司金湖廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08909020053266&agencyCode=371010000A
99000000,123,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=99909020000000&agencyCode=371010000A
