,得台有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08910099906253&agencyCode=376530000A
00000000,益農農機有限公司第二廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07710099178429&agencyCode=376530000A
00000000,立達金屬工業有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07310099035925&agencyCode=376530000A
00000000,金懋製鎖工業有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07310099035923&agencyCode=376530000A
00000000,世新企業有限公司籌備處,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=06510099171015&agencyCode=376530000A
00000000,美敦食品工業有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07310099037464&agencyCode=376530000A
00000000,大博有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07710099261731&agencyCode=376530000A
00000000,大茂製藥工業有限公司第二廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07610099336575&agencyCode=376530000A
00000000,晴伸有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07310099244221&agencyCode=376530000A
00000000,詮興工業有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07710099295019&agencyCode=376530000A
