,義香商行,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08810013068712&agencyCode=376530000A
00000000,哲明紙器廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07310099033000&agencyCode=376530000A
00000000,喬立成衣加工廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07710013010840&agencyCode=376530000A
00000000,建宏塑膠加工廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07810013028891&agencyCode=376530000A
00000000,喬立成衣加工廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07910013116785&agencyCode=376530000A
00000000,東榮豐碾米廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=06510099133846&agencyCode=376530000A
00000000,大順玩具工廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07710013005100&agencyCode=376530000A
00000000,悅鴻工業社,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07310099129491&agencyCode=376530000A
00000000,中興彩色印刷廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07610099336569&agencyCode=376530000A
00000000,三菱鐵工所,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07810013099988&agencyCode=376530000A
