,爵盛精密電線股份有限公司第二廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08910099902519&agencyCode=376530000A
00000000,光兆電子股份有限公司第二廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07710099185274&agencyCode=376530000A
00000000,正隆股份有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07310099039003&agencyCode=376530000A
00000000,陸仕企業股份有限公司清波廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=08010099323396&agencyCode=376530000A
00000000,味忠食品工業股份有限公司屏東廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07210099050124&agencyCode=376530000A
00000000,長融實業股份有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07710099263685&agencyCode=376530000A
00000000,維津食品企業股份有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07310099037463&agencyCode=376530000A
00000000,百盛興業股份有限公司,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07510099125216&agencyCode=376530000A
00000000,得彰塑膠工業股份有限公司新園廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07810099160848&agencyCode=376530000A
00000000,旺企業股份有限公司屏東廠,http://gcis.nat.gov.tw/Fidbweb/factInfoAction.do?method=detail&estbid=07410099284114&agencyCode=376530000A
